Gene ID	% GC content
ENSG00000251321	35.60
ENSG00000251649	33.54
ENSG00000239503	47.37
ENSG00000168077	50.25
ENSG00000280307	35.31
ENSG00000249339	58.15
ENSG00000229913	46.33
ENSG00000238111	45.73
ENSG00000188185	44.37
ENSG00000169717	61.51
ENSG00000130023	43.29
ENSG00000232665	51.91
ENSG00000152284	46.97
ENSG00000250055	58.32
ENSG00000250088	56.41
ENSG00000266920	58.05
ENSG00000224232	49.71
ENSG00000138386	37.70
ENSG00000261202	46.62
ENSG00000099715	35.66
ENSG00000233028	52.76
ENSG00000281349	56.58
ENSG00000187288	47.20
ENSG00000137959	34.50
ENSG00000198799	41.19
ENSG00000156381	59.91
ENSG00000259084	48.10
ENSG00000133477	51.49
ENSG00000231247	56.09
ENSG00000276930	49.00
ENSG00000278006	44.45
ENSG00000244381	53.72
ENSG00000259998	46.05
ENSG00000273679	44.31
ENSG00000245482	35.05
ENSG00000255174	42.67
ENSG00000276070	49.05
ENSG00000261790	60.04
ENSG00000242162	44.57
ENSG00000137710	39.96
ENSG00000261079	56.07
ENSG00000219700	51.27
ENSG00000238226	49.88
ENSG00000274756	57.52
ENSG00000244128	34.93
ENSG00000164088	58.15
ENSG00000273356	41.12
ENSG00000166743	40.48
ENSG00000152683	39.74
ENSG00000237711	41.21
ENSG00000187531	57.63
ENSG00000228487	48.15
ENSG00000166111	45.20
ENSG00000090612	41.98
ENSG00000282615	64.71
ENSG00000235917	42.23
ENSG00000249341	41.01
ENSG00000257550	46.84
ENSG00000278311	42.10
ENSG00000173599	51.92
ENSG00000270764	51.04
ENSG00000230225	39.86
ENSG00000257622	65.58
ENSG00000123342	51.02
ENSG00000264943	58.23
ENSG00000138031	50.99
ENSG00000223977	47.22
ENSG00000231814	41.85
ENSG00000220541	45.67
ENSG00000283303	49.41
ENSG00000162493	45.38
ENSG00000112335	41.16
ENSG00000250462	42.71
ENSG00000225129	55.11
ENSG00000234713	59.93
ENSG00000271779	38.34
ENSG00000254038	46.41
ENSG00000249026	48.24
ENSG00000236307	43.96
ENSG00000241743	36.98
ENSG00000143921	45.73
ENSG00000139725	56.89
ENSG00000259553	48.75
ENSG00000273640	47.71
ENSG00000231249	47.60
ENSG00000274106	40.35
ENSG00000225267	55.18
ENSG00000261800	57.59
ENSG00000159648	50.91
ENSG00000249103	46.21
ENSG00000259632	45.05
ENSG00000274162	52.25
ENSG00000280180	53.57
ENSG00000181511	56.44
ENSG00000115677	46.99
ENSG00000282211	52.71
ENSG00000235026	37.36
ENSG00000229292	42.36
ENSG00000237828	44.53
ENSG00000130826	45.62
ENSG00000258653	41.81
ENSG00000236358	40.86
ENSG00000135625	65.11
ENSG00000282522	58.68
ENSG00000214919	39.50
ENSG00000231591	52.24
ENSG00000171634	40.86
ENSG00000250389	39.12
ENSG00000235852	70.23
ENSG00000233139	45.66
ENSG00000278095	42.13
ENSG00000246366	39.33
ENSG00000230686	41.56
ENSG00000238180	44.33
ENSG00000119508	42.99
ENSG00000248765	41.31
ENSG00000273367	34.03
ENSG00000266929	55.06
ENSG00000234576	36.25
ENSG00000282653	51.52
ENSG00000234445	37.61
ENSG00000279002	45.95
ENSG00000235617	49.46
ENSG00000237709	45.97
ENSG00000283667	44.20
ENSG00000283631	41.07
ENSG00000253387	41.41
ENSG00000280373	46.78
ENSG00000279281	45.42
ENSG00000226558	53.33
ENSG00000258344	46.82
ENSG00000260981	44.73
ENSG00000229328	41.15
ENSG00000213003	43.28
ENSG00000279555	49.86
ENSG00000234788	45.25
ENSG00000274954	26.62
ENSG00000271958	45.18
ENSG00000227888	43.50
ENSG00000271101	47.52
ENSG00000283400	40.07
ENSG00000253763	49.56
ENSG00000014123	33.38
ENSG00000280958	32.45
ENSG00000224610	42.56
ENSG00000162650	56.87
ENSG00000272217	42.07
ENSG00000257731	53.23
ENSG00000219249	43.33
ENSG00000243574	36.32
ENSG00000130590	61.55
ENSG00000218986	56.57
ENSG00000126368	56.78
ENSG00000141934	54.93
ENSG00000231322	38.95
ENSG00000239989	55.24
ENSG00000227729	35.58
ENSG00000234347	39.08
ENSG00000227626	40.41
ENSG00000100344	49.40
ENSG00000254817	49.95
ENSG00000259244	41.75
ENSG00000233369	46.79
ENSG00000272923	45.42
ENSG00000113100	34.23
ENSG00000101138	41.14
ENSG00000271650	50.00
ENSG00000228283	37.18
ENSG00000122477	36.25
ENSG00000261324	36.81
ENSG00000244329	49.03
ENSG00000261609	41.53
ENSG00000214544	46.00
ENSG00000263611	37.62
ENSG00000280607	62.41
ENSG00000230609	39.90
ENSG00000259507	41.88
ENSG00000282580	35.50
ENSG00000229215	51.75
ENSG00000162076	51.49
ENSG00000274885	33.33
ENSG00000181097	58.05
ENSG00000107147	61.61
ENSG00000254367	41.98
ENSG00000223878	48.47
ENSG00000271380	64.83
ENSG00000090924	56.77
ENSG00000270797	34.62
ENSG00000132704	40.89
ENSG00000274927	38.59
ENSG00000271897	49.53
ENSG00000279394	39.51
ENSG00000227326	49.94
ENSG00000167702	63.60
ENSG00000255144	48.58
ENSG00000162009	67.62
ENSG00000234763	32.63
ENSG00000248403	45.18
ENSG00000279017	48.49
ENSG00000229735	56.34
ENSG00000263709	50.29
ENSG00000165660	42.62
ENSG00000281788	61.72
ENSG00000260848	41.98
ENSG00000268818	51.29
ENSG00000227642	50.58
ENSG00000036473	39.30
ENSG00000227269	53.79
ENSG00000234405	42.29
ENSG00000281429	64.73
ENSG00000145247	41.87
ENSG00000231114	37.73
ENSG00000213058	53.78
ENSG00000255521	40.13
ENSG00000258499	51.96
ENSG00000224464	52.21
ENSG00000114127	36.98
ENSG00000177174	46.43
ENSG00000268995	39.33
ENSG00000271042	38.98
ENSG00000211641	57.35
ENSG00000264236	56.23
ENSG00000227671	40.91
ENSG00000184344	46.27
ENSG00000186185	49.25
ENSG00000125870	38.18
ENSG00000002079	49.90
ENSG00000256206	38.40
ENSG00000226223	64.10
ENSG00000184489	62.40
ENSG00000231504	40.60
ENSG00000271976	39.84
ENSG00000119138	43.93
ENSG00000236013	35.92
ENSG00000119285	38.51
ENSG00000221910	48.11
ENSG00000241388	49.08
ENSG00000189298	45.03
ENSG00000165966	36.37
ENSG00000269552	46.44
ENSG00000244176	56.46
ENSG00000277379	83.70
ENSG00000274472	52.94
ENSG00000172148	47.63
ENSG00000249503	43.11
ENSG00000254995	47.70
ENSG00000109466	38.15
ENSG00000252742	39.39
ENSG00000261229	40.63
ENSG00000260025	43.72
ENSG00000252171	40.71
ENSG00000188784	59.60
ENSG00000228307	51.68
ENSG00000256400	36.46
ENSG00000158882	52.77
ENSG00000278055	40.43
ENSG00000272220	44.92
ENSG00000274167	39.07
ENSG00000205667	41.10
ENSG00000234837	38.62
ENSG00000180772	33.69
ENSG00000236118	49.86
ENSG00000211638	54.00
ENSG00000223564	52.50
ENSG00000116218	41.64
ENSG00000244791	38.58
ENSG00000183044	47.35
ENSG00000102910	39.56
ENSG00000277629	50.12
ENSG00000283167	58.93
ENSG00000242875	39.86
ENSG00000230647	39.66
ENSG00000225661	51.72
ENSG00000137507	56.19
ENSG00000228161	54.94
ENSG00000179165	42.81
ENSG00000279475	55.30
ENSG00000066855	40.22
ENSG00000125430	45.99
ENSG00000133065	50.84
ENSG00000205323	42.48
ENSG00000197860	39.79
ENSG00000065615	37.46
ENSG00000173272	51.73
ENSG00000227846	46.05
ENSG00000278931	35.46
ENSG00000221818	42.02
ENSG00000166816	62.44
ENSG00000237718	47.17
ENSG00000135482	48.69
ENSG00000137731	51.98
ENSG00000242687	46.84
ENSG00000256232	47.47
ENSG00000259504	48.32
ENSG00000257027	41.43
ENSG00000282092	64.29
ENSG00000239780	50.17
ENSG00000272813	39.11
ENSG00000231364	36.33
ENSG00000234751	49.76
ENSG00000235382	44.00
ENSG00000243562	60.68
ENSG00000224735	53.07
ENSG00000276525	52.38
ENSG00000221288	70.43
ENSG00000201535	41.18
ENSG00000130159	50.87
ENSG00000265179	51.46
ENSG00000275458	55.17
ENSG00000129993	60.67
ENSG00000283389	57.79
ENSG00000263622	34.23
ENSG00000276675	55.36
ENSG00000170260	45.75
ENSG00000185495	36.59
ENSG00000278135	36.84
ENSG00000230005	51.50
ENSG00000244256	54.43
ENSG00000160588	40.94
ENSG00000274806	41.67
ENSG00000264684	48.72
ENSG00000250024	39.04
ENSG00000237801	39.72
ENSG00000275529	45.83
ENSG00000238707	34.78
ENSG00000227988	48.58
ENSG00000172772	46.90
ENSG00000200732	41.90
ENSG00000198734	38.10
ENSG00000201818	42.71
ENSG00000206962	37.38
ENSG00000256007	55.87
ENSG00000261634	49.27
ENSG00000280675	62.22
ENSG00000199260	42.86
ENSG00000214853	45.44
ENSG00000283335	55.68
ENSG00000265195	59.21
ENSG00000259343	43.53
ENSG00000251988	47.62
ENSG00000224589	43.54
ENSG00000065029	48.23
ENSG00000207004	44.86
ENSG00000222327	37.50
ENSG00000277304	53.85
ENSG00000266709	52.30
ENSG00000283455	48.28
ENSG00000263474	41.00
ENSG00000260558	47.27
ENSG00000207366	33.64
ENSG00000271899	85.19
ENSG00000260465	44.75
ENSG00000252335	39.22
ENSG00000221476	48.48
ENSG00000265298	52.47
ENSG00000264429	67.86
ENSG00000161133	49.17
ENSG00000259852	51.51
ENSG00000201954	36.54
ENSG00000265982	72.92
ENSG00000263712	46.38
ENSG00000104805	52.81
ENSG00000276713	53.38
ENSG00000229172	45.39
ENSG00000235470	50.97
ENSG00000276404	46.88
ENSG00000199938	38.68
ENSG00000222966	34.92
ENSG00000249744	42.62
ENSG00000269787	46.75
ENSG00000250053	68.80
ENSG00000281658	36.85
ENSG00000225091	53.73
ENSG00000197217	44.43
ENSG00000236555	60.89
ENSG00000276645	49.86
ENSG00000163817	47.96
ENSG00000206746	39.25
ENSG00000237322	41.68
ENSG00000222361	36.08
ENSG00000150269	45.55
ENSG00000270190	52.64
ENSG00000144357	36.88
ENSG00000185013	36.93
ENSG00000185515	37.76
ENSG00000264689	34.35
ENSG00000252193	35.20
ENSG00000105705	51.37
ENSG00000240350	44.02
ENSG00000252498	36.17
ENSG00000280198	51.71
ENSG00000278703	34.30
ENSG00000212135	51.35
ENSG00000254661	45.78
ENSG00000177452	51.03
ENSG00000276729	53.31
ENSG00000258358	39.39
ENSG00000207497	45.26
ENSG00000163631	34.90
ENSG00000168148	63.41
ENSG00000275679	43.08
ENSG00000278470	45.71
ENSG00000162913	60.11
ENSG00000196098	38.30
ENSG00000213081	61.03
ENSG00000199592	49.55
ENSG00000259663	41.79
ENSG00000200830	55.76
ENSG00000227430	46.02
ENSG00000196440	41.06
ENSG00000264128	53.64
ENSG00000214281	50.18
ENSG00000230841	47.71
ENSG00000276309	50.64
ENSG00000224134	48.03
ENSG00000256752	40.45
ENSG00000209480	59.14
ENSG00000207062	36.30
ENSG00000154719	37.94
ENSG00000264353	42.98
ENSG00000280904	43.75
ENSG00000181733	54.45
ENSG00000186086	40.23
ENSG00000233060	46.88
ENSG00000264501	52.90
ENSG00000237076	39.82
ENSG00000207084	37.88
ENSG00000275538	50.30
ENSG00000259435	47.92
ENSG00000200052	35.14
ENSG00000116273	54.99
ENSG00000223220	40.00
ENSG00000207728	48.45
ENSG00000162407	41.42
ENSG00000249737	39.53
ENSG00000283170	38.16
ENSG00000221052	53.57
ENSG00000264814	49.35
ENSG00000199015	39.13
ENSG00000199311	41.46
ENSG00000143258	53.43
ENSG00000274805	62.50
ENSG00000225341	48.81
ENSG00000100116	54.21
ENSG00000252155	47.22
ENSG00000224429	47.01
ENSG00000175691	49.74
ENSG00000222982	51.28
ENSG00000213297	45.83
ENSG00000119953	37.32
ENSG00000202273	40.78
ENSG00000171595	50.42
ENSG00000199168	31.94
ENSG00000140750	44.36
ENSG00000275391	60.00
ENSG00000222506	37.25
ENSG00000255899	48.26
ENSG00000221603	56.57
ENSG00000232699	45.38
ENSG00000221564	40.00
ENSG00000275574	52.67
ENSG00000259109	57.44
ENSG00000278384	50.21
ENSG00000200325	44.64
ENSG00000224189	47.34
ENSG00000164086	59.41
ENSG00000137478	38.87
ENSG00000130540	56.02
ENSG00000206688	42.39
ENSG00000201786	46.08
ENSG00000199545	50.43
ENSG00000233009	41.35
ENSG00000257591	45.12
ENSG00000201821	42.45
ENSG00000280506	40.84
ENSG00000275978	49.84
ENSG00000252982	41.07
ENSG00000202410	38.24
ENSG00000226197	38.70
ENSG00000211911	29.03
ENSG00000266043	53.03
ENSG00000207501	48.78
ENSG00000181773	57.99
ENSG00000227108	52.94
ENSG00000252725	46.46
ENSG00000283159	63.89
ENSG00000204547	46.68
ENSG00000229715	39.47
ENSG00000231587	46.51
ENSG00000237834	45.71
ENSG00000198408	41.92
ENSG00000280130	48.29
ENSG00000111215	36.64
ENSG00000274428	45.62
ENSG00000276541	36.04
ENSG00000275842	68.06
ENSG00000235571	53.83
ENSG00000222667	28.97
ENSG00000251791	53.21
ENSG00000235578	50.47
ENSG00000265351	41.12
ENSG00000232802	58.82
ENSG00000135624	46.07
ENSG00000254864	49.48
ENSG00000222533	40.38
ENSG00000235533	39.13
ENSG00000234162	49.95
ENSG00000199332	40.40
ENSG00000261744	60.50
ENSG00000188393	38.73
ENSG00000207466	44.55
ENSG00000279137	46.12
ENSG00000277411	62.26
ENSG00000260186	47.12
ENSG00000221044	50.49
ENSG00000188668	48.30
ENSG00000227519	50.89
ENSG00000225725	41.90
ENSG00000221305	37.58
ENSG00000006025	57.86
ENSG00000252391	36.54
ENSG00000277678	51.37
ENSG00000267407	45.75
ENSG00000223929	44.94
ENSG00000233727	50.42
ENSG00000175946	46.70
ENSG00000279849	48.80
ENSG00000206718	42.99
ENSG00000253888	37.36
ENSG00000221527	44.44
ENSG00000200913	48.08
ENSG00000229192	39.95
ENSG00000222543	45.14
ENSG00000283479	55.25
ENSG00000254615	57.15
ENSG00000274864	44.07
ENSG00000267465	45.20
ENSG00000206980	34.62
ENSG00000277289	52.48
ENSG00000199201	41.75
ENSG00000221540	69.57
ENSG00000258687	44.28
ENSG00000223349	64.20
ENSG00000242113	50.88
ENSG00000131095	56.17
ENSG00000207386	41.90
ENSG00000176749	58.04
ENSG00000231024	39.76
ENSG00000228263	53.64
ENSG00000224431	43.80
ENSG00000275483	49.79
ENSG00000278302	64.97
ENSG00000173950	48.89
ENSG00000161132	57.90
ENSG00000247130	42.22
ENSG00000168394	50.46
ENSG00000183310	53.61
ENSG00000226668	49.28
ENSG00000276998	56.56
ENSG00000269924	41.62
ENSG00000268083	49.98
ENSG00000157036	42.10
ENSG00000270416	56.81
ENSG00000233890	51.68
ENSG00000234792	46.08
ENSG00000121690	38.52
ENSG00000234793	63.71
ENSG00000231910	53.13
ENSG00000087088	53.57
ENSG00000279653	52.30
ENSG00000148834	41.43
ENSG00000162782	36.77
ENSG00000124228	49.05
ENSG00000255487	41.61
ENSG00000233496	52.39
ENSG00000257300	49.08
ENSG00000102539	60.29
ENSG00000248621	46.29
ENSG00000257915	46.19
ENSG00000273295	50.47
ENSG00000234200	61.14
ENSG00000260726	49.86
ENSG00000255870	58.27
ENSG00000272549	52.18
ENSG00000106537	39.23
ENSG00000211868	32.73
ENSG00000228097	36.72
ENSG00000230076	55.35
ENSG00000211867	44.44
ENSG00000099399	49.12
ENSG00000101134	39.92
ENSG00000236740	38.87
ENSG00000225496	39.86
ENSG00000257470	41.13
ENSG00000177335	51.12
ENSG00000211826	50.00
ENSG00000232277	41.67
ENSG00000100266	48.59
ENSG00000265658	53.33
ENSG00000252323	32.71
ENSG00000275932	46.29
ENSG00000232851	50.39
ENSG00000201034	47.52
ENSG00000250747	55.45
ENSG00000277890	42.99
ENSG00000280359	53.36
ENSG00000271853	55.55
ENSG00000207752	50.70
ENSG00000251175	34.90
ENSG00000274396	35.29
ENSG00000119403	51.61
ENSG00000257986	36.89
ENSG00000257074	57.91
ENSG00000264201	58.73
ENSG00000207450	35.64
ENSG00000282071	55.15
ENSG00000241134	37.05
ENSG00000212184	40.00
ENSG00000275411	56.06
ENSG00000236156	52.20
ENSG00000235728	38.66
ENSG00000252121	37.38
ENSG00000236867	49.68
ENSG00000105472	66.40
ENSG00000171291	43.96
ENSG00000275217	67.28
ENSG00000276086	48.86
ENSG00000199601	37.38
ENSG00000114200	32.30
ENSG00000207242	39.62
ENSG00000207442	41.67
ENSG00000213744	51.59
ENSG00000253086	34.95
ENSG00000167685	54.02
ENSG00000277891	37.38
ENSG00000163704	59.38
ENSG00000221331	33.00
ENSG00000222224	37.76
ENSG00000238721	44.44
ENSG00000167202	47.99
ENSG00000262880	56.91
ENSG00000265847	50.00
ENSG00000280454	58.24
ENSG00000144642	36.91
ENSG00000099917	50.50
ENSG00000137601	37.08
ENSG00000221583	42.86
ENSG00000240057	41.56
ENSG00000267961	58.43
ENSG00000228792	47.41
ENSG00000169752	38.21
ENSG00000283210	33.80
ENSG00000277187	54.70
ENSG00000277184	49.62
ENSG00000222179	50.17
ENSG00000264493	56.16
ENSG00000252625	46.34
ENSG00000177082	48.66
ENSG00000082929	45.25
ENSG00000237572	37.44
ENSG00000202051	38.68
ENSG00000276447	55.40
ENSG00000222126	37.24
ENSG00000213722	59.86
ENSG00000163710	40.92
ENSG00000229858	31.53
ENSG00000265031	57.84
ENSG00000251704	33.33
ENSG00000013374	44.96
ENSG00000270074	48.87
ENSG00000199482	36.89
ENSG00000113716	43.45
ENSG00000212605	50.00
ENSG00000176115	52.25
ENSG00000160445	51.42
ENSG00000253527	43.36
ENSG00000199687	47.22
ENSG00000206870	42.20
ENSG00000252190	52.00
ENSG00000250115	47.42
ENSG00000228484	41.84
ENSG00000251922	43.97
ENSG00000225354	44.05
ENSG00000202476	51.49
ENSG00000242651	54.36
ENSG00000277448	35.33
ENSG00000265831	38.67
ENSG00000236254	37.81
ENSG00000224608	59.07
ENSG00000266794	55.03
ENSG00000258563	37.01
ENSG00000201365	43.52
ENSG00000165084	36.71
ENSG00000110245	56.46
ENSG00000143033	37.37
ENSG00000224982	43.73
ENSG00000255379	46.23
ENSG00000279538	52.19
ENSG00000270011	40.32
ENSG00000183801	42.20
ENSG00000275816	55.81
ENSG00000237272	52.42
ENSG00000215952	55.36
ENSG00000275502	47.06
ENSG00000264425	44.58
ENSG00000275743	44.31
ENSG00000264249	31.43
ENSG00000224968	39.78
ENSG00000215644	65.98
ENSG00000275770	50.70
ENSG00000070366	45.75
ENSG00000221710	41.07
ENSG00000252487	41.94
ENSG00000242280	43.58
ENSG00000236488	45.43
ENSG00000273839	54.26
ENSG00000171999	53.61
ENSG00000283450	64.06
ENSG00000252749	43.55
ENSG00000252686	33.01
ENSG00000274120	44.33
ENSG00000126882	53.88
ENSG00000252136	39.81
ENSG00000212363	32.81
ENSG00000220291	38.42
ENSG00000244395	37.00
ENSG00000281710	44.91
ENSG00000244296	49.10
ENSG00000251798	41.35
ENSG00000256499	34.27
ENSG00000199473	34.92
ENSG00000159346	44.28
ENSG00000110446	52.85
ENSG00000199630	40.62
ENSG00000270264	53.90
ENSG00000112079	41.52
ENSG00000112297	40.13
ENSG00000266754	56.33
ENSG00000100650	43.68
ENSG00000238825	49.38
ENSG00000131143	50.84
ENSG00000250444	46.29
ENSG00000111971	52.95
ENSG00000222778	46.55
ENSG00000236178	53.81
ENSG00000202191	33.33
ENSG00000260884	46.52
ENSG00000207049	41.18
ENSG00000227364	60.38
ENSG00000275961	54.86
ENSG00000206582	47.42
ENSG00000222439	32.43
ENSG00000257101	51.92
ENSG00000277062	52.17
ENSG00000252081	36.79
ENSG00000164403	60.03
ENSG00000211581	49.12
ENSG00000274916	47.21
ENSG00000259531	40.52
ENSG00000221381	68.13
ENSG00000099250	41.34
ENSG00000251598	35.12
ENSG00000201882	40.00
ENSG00000282164	57.16
ENSG00000135720	45.09
ENSG00000199765	38.10
ENSG00000249463	28.17
ENSG00000222942	44.59
ENSG00000108849	60.60
ENSG00000236235	33.45
ENSG00000200506	41.18
ENSG00000251051	39.34
ENSG00000252113	37.04
ENSG00000251398	34.84
ENSG00000252653	55.66
ENSG00000276169	64.29
ENSG00000228128	59.89
ENSG00000276994	54.23
ENSG00000237586	65.31
ENSG00000274929	49.57
ENSG00000171858	59.50
ENSG00000235360	56.93
ENSG00000198133	48.53
ENSG00000225062	57.56
ENSG00000277824	50.12
ENSG00000234276	36.45
ENSG00000010361	52.29
ENSG00000275765	61.96
ENSG00000277893	39.11
ENSG00000228247	51.52
ENSG00000250756	55.96
ENSG00000273562	44.27
ENSG00000257253	49.04
ENSG00000275202	61.76
ENSG00000253921	44.97
ENSG00000204950	67.42
ENSG00000227166	39.33
ENSG00000152766	38.05
ENSG00000250082	49.90
ENSG00000163607	37.14
ENSG00000164163	35.08
ENSG00000274727	70.45
ENSG00000233182	44.70
ENSG00000198856	39.57
ENSG00000250803	38.46
ENSG00000050628	38.05
ENSG00000265666	63.57
ENSG00000233050	36.32
ENSG00000270935	46.73
ENSG00000267053	60.02
ENSG00000251943	40.19
ENSG00000277650	48.87
ENSG00000254176	49.46
ENSG00000206589	37.38
ENSG00000273015	38.04
ENSG00000278364	46.67
ENSG00000221739	62.35
ENSG00000199272	40.19
ENSG00000157693	47.67
ENSG00000214428	40.69
ENSG00000021762	57.00
ENSG00000222658	37.11
ENSG00000166866	48.63
ENSG00000244211	42.12
ENSG00000264744	52.78
ENSG00000271324	30.68
ENSG00000199899	37.37
ENSG00000109475	41.51
ENSG00000278349	63.64
ENSG00000207580	45.78
ENSG00000237934	48.42
ENSG00000283568	47.37
ENSG00000253247	49.83
ENSG00000264897	47.06
ENSG00000211978	57.29
ENSG00000200253	39.42
ENSG00000279505	45.30
ENSG00000276856	43.35
ENSG00000277842	58.62
ENSG00000227814	41.73
ENSG00000252642	42.96
ENSG00000273059	37.44
ENSG00000207705	48.61
ENSG00000248364	48.79
ENSG00000258524	58.74
ENSG00000281584	38.27
ENSG00000271848	48.68
ENSG00000276595	38.72
ENSG00000259200	41.12
ENSG00000274705	63.24
ENSG00000263360	54.79
ENSG00000196468	47.36
ENSG00000282131	51.35
ENSG00000252371	41.18
ENSG00000200508	41.18
ENSG00000157601	47.01
ENSG00000266478	39.29
ENSG00000138136	61.97
ENSG00000172244	37.92
ENSG00000201010	53.54
ENSG00000254528	51.57
ENSG00000275426	27.07
ENSG00000223336	45.79
ENSG00000207588	61.00
ENSG00000276164	73.13
ENSG00000071242	46.48
ENSG00000202341	39.22
ENSG00000200151	54.87
ENSG00000252516	52.17
ENSG00000263697	72.94
ENSG00000207138	42.06
ENSG00000201318	45.83
ENSG00000277794	55.31
ENSG00000173357	34.89
ENSG00000252218	38.58
ENSG00000255390	63.07
ENSG00000212270	35.38
ENSG00000175699	51.20
ENSG00000266128	53.77
ENSG00000234287	49.41
ENSG00000259957	45.98
ENSG00000201761	38.32
ENSG00000226873	40.73
ENSG00000227588	38.49
ENSG00000244356	53.36
ENSG00000212533	40.67
ENSG00000234980	49.45
ENSG00000221574	46.03
ENSG00000225310	39.71
ENSG00000181963	52.11
ENSG00000250813	41.18
ENSG00000107831	60.26
ENSG00000206159	45.12
ENSG00000179846	60.89
ENSG00000280175	39.39
ENSG00000233860	42.71
ENSG00000279015	46.75
ENSG00000253161	44.29
ENSG00000259582	35.53
ENSG00000254310	43.88
ENSG00000230621	47.00
ENSG00000196778	50.19
ENSG00000132972	37.98
ENSG00000250769	35.28
ENSG00000183888	52.32
ENSG00000264377	36.99
ENSG00000248909	42.69
ENSG00000199321	41.10
ENSG00000231099	48.23
ENSG00000248769	60.90
ENSG00000207134	37.38
ENSG00000186143	58.72
ENSG00000234179	38.16
ENSG00000265653	36.84
ENSG00000278334	58.29
ENSG00000231650	37.96
ENSG00000236032	36.94
ENSG00000274605	45.07
ENSG00000267454	45.46
ENSG00000252533	36.25
ENSG00000117600	36.26
ENSG00000248789	33.09
ENSG00000250612	33.43
ENSG00000262316	45.23
ENSG00000200726	41.46
ENSG00000200064	38.14
ENSG00000279318	44.35
ENSG00000264997	45.07
ENSG00000252326	43.48
ENSG00000239199	46.83
ENSG00000166396	37.32
ENSG00000276730	46.75
ENSG00000244757	40.83
ENSG00000228172	57.42
ENSG00000223912	46.34
ENSG00000275809	42.99
ENSG00000275741	41.62
ENSG00000189159	46.27
ENSG00000207390	39.80
ENSG00000236417	42.82
ENSG00000206741	40.71
ENSG00000235226	46.90
ENSG00000233377	37.86
ENSG00000280681	40.27
ENSG00000227064	40.07
ENSG00000263682	40.03
ENSG00000188026	50.55
ENSG00000254268	44.19
ENSG00000111432	58.38
ENSG00000147684	45.62
ENSG00000253380	35.71
ENSG00000242178	29.14
ENSG00000205846	36.72
ENSG00000225231	36.53
ENSG00000229660	62.64
ENSG00000236782	61.54
ENSG00000237508	45.05
ENSG00000260031	53.02
ENSG00000273511	53.03
ENSG00000240084	34.02
ENSG00000159753	62.90
ENSG00000236673	42.82
ENSG00000014919	42.42
ENSG00000151365	48.65
ENSG00000264985	52.92
ENSG00000272546	53.86
ENSG00000197993	47.06
ENSG00000243601	45.88
ENSG00000198384	39.04
ENSG00000236776	43.04
ENSG00000228061	35.30
ENSG00000143375	49.43
ENSG00000223407	31.16
ENSG00000102172	43.48
ENSG00000205403	38.00
ENSG00000240167	43.43
ENSG00000283211	40.71
ENSG00000238263	45.18
ENSG00000161057	38.99
ENSG00000278726	47.04
ENSG00000274259	54.02
ENSG00000111640	60.61
ENSG00000269802	50.00
ENSG00000279379	37.73
ENSG00000159871	45.42
ENSG00000274979	38.75
ENSG00000219891	43.49
ENSG00000225393	37.72
ENSG00000177447	37.91
ENSG00000248238	35.95
ENSG00000165282	53.46
ENSG00000262668	47.77
ENSG00000226807	51.36
ENSG00000252519	35.24
ENSG00000250611	33.41
ENSG00000153230	46.56
ENSG00000252332	35.58
ENSG00000227161	38.30
ENSG00000242858	55.81
ENSG00000131759	56.99
ENSG00000238570	43.69
ENSG00000254564	34.96
ENSG00000229499	62.12
ENSG00000253354	43.55
ENSG00000275168	42.99
ENSG00000232234	39.05
ENSG00000229714	38.60
ENSG00000256072	37.50
ENSG00000241789	47.04
ENSG00000260613	46.10
ENSG00000272479	38.55
ENSG00000251958	38.54
ENSG00000239516	65.47
ENSG00000278696	54.43
ENSG00000199643	34.04
ENSG00000205847	49.19
ENSG00000164039	38.56
ENSG00000246225	36.33
ENSG00000220986	62.69
ENSG00000142959	59.01
ENSG00000223315	47.65
ENSG00000009780	43.35
ENSG00000231699	40.49
ENSG00000201622	41.28
ENSG00000164073	39.21
ENSG00000223197	36.00
ENSG00000226153	42.49
ENSG00000152684	38.85
ENSG00000242236	47.39
ENSG00000228987	42.85
ENSG00000252739	43.40
ENSG00000252119	63.25
ENSG00000206921	39.25
ENSG00000275824	48.82
ENSG00000207021	44.25
ENSG00000077616	34.98
ENSG00000276895	53.10
ENSG00000263598	41.00
ENSG00000238965	54.13
ENSG00000277567	42.99
ENSG00000159403	51.40
ENSG00000277916	43.79
ENSG00000239419	53.72
ENSG00000252268	63.89
ENSG00000123575	36.81
ENSG00000244044	55.82
ENSG00000223202	50.71
ENSG00000252028	42.40
ENSG00000199751	42.16
ENSG00000223225	40.38
ENSG00000143797	40.17
ENSG00000251751	52.56
ENSG00000252070	45.30
ENSG00000277265	58.39
ENSG00000168538	38.51
ENSG00000116337	56.74
ENSG00000221139	60.58
ENSG00000237108	45.62
ENSG00000200754	37.96
ENSG00000240151	50.00
ENSG00000115275	57.90
ENSG00000277635	51.92
ENSG00000226225	46.88
ENSG00000283546	38.86
ENSG00000276022	55.03
ENSG00000283128	47.90
ENSG00000241324	36.63
ENSG00000211820	44.44
ENSG00000275075	39.39
ENSG00000242087	45.42
ENSG00000254340	40.98
ENSG00000211833	47.62
ENSG00000278169	49.14
ENSG00000144824	38.78
ENSG00000215771	45.67
ENSG00000234818	40.98
